stockname,datetime,news,link
RAIN,2026-04-08 10:52 IST,Rain Industries Ltd Surges 8.47% to Day's High of Rs 118.... - Markets Mojo,https://news.google.com/rss/articles/CBMixgFBVV95cUxPdGN0SE1DNU9qRkJ1dkczNWRNLWIzWHc4Zy1QcXlQeFNPZS05b2FOWmVpdmV3eVZYelczT3VYWjlXQ3Z4Q3BmS2RrazNvZFF2YU1hcDVzMVNweTZfYzgzNFZKdUxKcVdHZEx1OTh4bWc4amdDWHFyRm1fTXNYdm9DTVJmcGhOVnVsTElNX3dsUmRKOENNRkllbWhfWDlDa0pta0VHc0Uybi1wS21MdEk3V2otRDM2NG5zblNqbVRKdEhOMTQ0UFE?oc=5&hl=en-US&gl=US&ceid=US:en
RAIN,2026-04-07 04:35 IST,Rain Industries Limited Files Quarterly Compliance Certificate for Q4FY26 Under SEBI Regulations - scanx.trade,https://news.google.com/rss/articles/CBMi6AFBVV95cUxNby1Qd25jTkg3X2lvN3JwZkYzdzZ0VjlkOE1DeU8yM3JMTDU2eGc5ZWZTek41NVlzRDJ3OXMwRWtzTmh0RkFFQ0xBR0RmbG5pV3FSNFVMNHlUQjVmR2ZFSGdQcTlzOE82c3VKSGpudTBZLVh6SVFtcEc4M2hGZ0dVSUl4dlhTVHFNMTlUZDQtaTRNbEFPTWhtNW95TWthbVM4eFpOc0lmQVctVy1Mb2huZXJTdWZvb2lHUDdSc3FfM092eHhjaDRsSUZFUmJYTG5YcDAwLWNkajRsMXFwbVduT3JtZDNSejNN?oc=5&hl=en-US&gl=US&ceid=US:en
RAIN,2026-04-06 16:47 IST,Rain Industries Limited Confirmation of Dematerialization for Q4 FY 2025-26 - InvestyWise,https://news.google.com/rss/articles/CBMilwFBVV95cUxQTkNZTkVjYjd2Y3p2MlJyQk9pVXBld091ZzFwV21sNHFacHNJZDJtc2kwWEJsVWR4MjZKWjd6QlpnMGt3TXVodTdmd0lScVZzX3ZqZElEVnhOaWVfaWREOXBic1MtMzRyYm5udE9VU3QybjhkdW1USWc5aldiUWdxOUF1OExDejctdkZyWThtc19xeUZaNzFj?oc=5&hl=en-US&gl=US&ceid=US:en
RAIN,2026-04-04 08:49 IST,Rain Industries Ltd is Rated Sell by MarketsMOJO - Markets Mojo,https://news.google.com/rss/articles/CBMirwFBVV95cUxNMmpqbzV3TDFGX3VEVHJxeFRkZUhuM0VCTFd1blhXLVFtUFNvUW8wRDFORkdCbXZWelpoRmk2QW1pOUdVQ3lBRVlwUXBBakRxT2dHZ1ZTUDA3WnpkSG5XZ3c2NWFNOER6SGk3Y21nSWVpSy1vdHRXNkxlbGdxQVp6NVFMcVFLbUZBWEpTZkpIS08ydE42V1dDaEdKUTFMMHpFRmhkUkJzLTdYa09wQWY0?oc=5&hl=en-US&gl=US&ceid=US:en
RAIN,2026-04-04 00:48 IST,Rain Industries Ltd is Rated Hold by MarketsMOJO - marketsmojo.com,https://news.google.com/rss/articles/CBMirwFBVV95cUxPazA2ZnQ1SE9zb3FtbW0tWGhFNDJ3aUVOVEh3MDRwbjZOTE81VWNPV1NFdE1QOGJySHVFQnZUY3dtN0FBaHlsd1JEOW02UGFRNS1iMnNSNXBSOGRQRjVKNGZoVHlKLXNjLTc2T1NXNUpBcjJZVnFDMDltbDZvWTYwVFZjLTQzd0lKaTV5eEhIb1poc3o5QlBBeHdheDJBdDlFVmJKVm5HNFo3YUtFdkRN?oc=5&hl=en-US&gl=US&ceid=US:en
ASTERDM,2026-04-10 18:00 IST,Aster DM Healthcare Ltd Forms Golden Cross Amid Mixed Technical Signals - Markets Mojo,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNcUNpa09jcXFRdlhtVHI0TVNxNGZmQjBEVVNzbTVOMXRQV0Rfak80ODNkdFM5TGVrSDNoNUtLNU95aUdGaG9vdVJtR0lobHVOQ3FUZDZEQnZVbTN3cWFDWUlrWVRCYkpjOXo3MkNUdW5QWF9Ea2szLXRNcGZ0SnFKb3RreE80VGlGTFQyUklqQ1k2c2liemtjOWZfQWJEdHotb0xnMFhCN1lUTW1keHprNkJFd2xsNkRGNGozUGhxYW1CNG5ncWt4d3NzcGpvZHItY0V5eg?oc=5
ASTERDM,2026-04-10 01:12 IST,Aster DM Healthcare Ltd: Technical Momentum Shifts Amid Mixed Indicator Signals - Markets Mojo,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOc1pDdUVxdmotVmR0ck84QnRmUmVCX1RyMUlpNjQ5RFJWU0Q0eE1XVVBEZVBHQ2hub2xkd3N0VE9zcUd6dHd1NFBiTWpmV0pFNXlkRlJfUVlOUXhWMnIydjNic1I4Nkc2a3VTejhseDE0dDRYenl6cS1NZVVHdExabU5lMlM5VU1pOXEzeXVpR0djdEdwSTZrLTVKTEMyaVVPX3BCRHBMQ29DcTFVZi1VcXkxYVJ0NkJobWV5aXBYRlhvc095ZGhpRkZ5Yi15NkFzMUE?oc=5&hl=en-US&gl=US&ceid=US:en
ASTERDM,2026-04-08 08:56 IST,Aster DM Healthcare Downgraded to Strong Sell Amid Financial and Technical Weakness - Markets Mojo,https://news.google.com/rss/articles/CBMi3gFBVV95cUxOZVlQVThFZzZOQkNGeWlDTEMweTA4QVQ1c01lTV9hcXdrZlhjMVBKSjJEMDJRYXpwbG1BbU9rcHpVbWljakVIRHR4d3lMN0VkWFVnel9CTnBnYXNEOHREaXVCYzZ0NTdkVUpQQVpOcF9yMF9kTXVKTGxWVmxRNk5ka2YwT0VuUUJrSEF0V2F0ODJmYThEcXBiNFp6WGNmVzVrb25NNlJ4aWtja3pCZFNSQ3kwWXBfN001aW5tOWw5UEw3UWJrT0gxYjE5a2RSd0FZZDlYaFRxLUF5dnluMFE?oc=5&hl=en-US&gl=US&ceid=US:en
ASTERDM,2026-04-08 02:11 IST,Aster DM Healthcare Submits SEBI Compliance Certificate for Q4 FY26 - scanx.trade,https://news.google.com/rss/articles/CBMiwgFBVV95cUxON1A0dVFnMk40NmdOTHk0WmU1SGpTQWVZNnZWMlBQT21iX042a3VUcG1FNnhnY1RUX1FjTjg5X0N6ekg1Z25kWFhRdkxqQjRCM196SXhSVm5yWUNGZGl3c3FrcW9GQ0s1UXEtU3p5UWZkUjhxRjhiRk43MHVyR2FUSGh2dGd4SVllOEpZdEw4NU5FZ1FUS2k0b1BMNHNlZlhfVG9WS1FweFNXa3BpaGZlejRUOEJzWlZOT0k4Q2tLczEtZw?oc=5&hl=en-US&gl=US&ceid=US:en
ASTERDM,2026-04-07 17:24 IST,Aster DM Healthcare Confirmation of Dematerialization Compliance - InvestyWise,https://news.google.com/rss/articles/CBMihAFBVV95cUxPTEVuOUJyVzRSbTl0NDBSbzJudUNTQkE1UUxBN2JvODNSRmlLbDdrWXdueVFLREwzVFZkTkVTLXA1TDA3emhDZklWQmJaamhBMjBIMnFQOHJRNHRRX0F1Z3VPcHczN3Jtc2JuUDFqelJmME1nb0dpeks3QUE5TEp1LUlDcW0?oc=5&hl=en-US&gl=US&ceid=US:en
SKFINDIA,2026-04-10 17:56 IST,SKF India Limited Quarterly Compliance Report for Securities Dematerialization - InvestyWise,https://news.google.com/rss/articles/CBMid0FVX3lxTE5MMENhLWZpbXR0N3hIeWlIRXI2Mm1iLU5kdlNPclFyUnc1c05sbVBsY1pDejZXdUVtdl9nLTBibHRhUDFrQjlnYTZkZGVrZWtaeC1CR01hSWN3bmtFUU1pMG0ya1VvbDNSM0I5b1JyaFlJb0JyaUM4?oc=5&hl=en-US&gl=US&ceid=US:en
SKFINDIA,2026-04-08 10:31 IST,SKF India Ltd is Rated Hold by MarketsMOJO - Markets Mojo,https://news.google.com/rss/articles/CBMipwFBVV95cUxOYjY0c19DZ1JOVjA1V3p5TXhFTlZQRy1LVzBLVjhaYUNmMUVlTVlqN0tYTGR4M01KSkZVanNLTi00bmEwYzdJWkZCVTZTeldZeUN4NnF4SXhFdGxuWTNGaGhqZzBxRjYzVlRwLTlCRk95cU9KeVlWNmZSbXd4OTZxV0lWUXFNR2RKaVB2d1BQRUhOa0JoMzVNN2FDRjUxX0l4N2IzSjF4SQ?oc=5&hl=en-US&gl=US&ceid=US:en
ERIS,2026-04-10 17:55 IST,Eris Lifesciences Confirms Regulatory Compliance on Dematerialised Shares for Q4 FY26 - TipRanks,https://news.google.com/rss/articles/CBMi0wFBVV95cUxQT0g1TUNpUnI3akRCZHBqdzNqelJnSXVmUnFEOGU5ZVkxcTVfMUhlYUJTbGtTeFk4TFljZ1R5dTdKMGlGZ25xV0dOYzNIWHpROFZxV3JsNUVjWkFfOVd6c1JuRE5DSHFvYWFKb3RMUXJoZjFUQWI4bnd4LUJsRldhdDNuS0NuZGJpMkV0M2tYaldZNkRLZ2haTEx1eXBtYTFRa3V3dnlNa0tfNXhJYklsbGpmaEUtaENxQVhCalYzVzBPdkNkdUpReUk0RXlGWXdhZmE0?oc=5&hl=en-US&gl=US&ceid=US:en
ERIS,2026-04-10 17:40 IST,Eris Lifesciences Limited Confirmation of Dematerialization Compliance - InvestyWise,https://news.google.com/rss/articles/CBMiigFBVV95cUxPenZpdXFSX1VBQ3BDRU1COUMwMTFvc0xmQ3JGUFJ5UENkWjRnSWpiRERmdlU2UGhVSVN6NDdQeEJnRlQzb0szYmVXd3Q3b0NDU3VwTDlJLWRwWmFJZ01UemlzWmRNc0xUT3VpRUxqV0t1RUpEQmdCMHRuMUpUMWxNSTBMVkRrTXB0R1E?oc=5&hl=en-US&gl=US&ceid=US:en
ERIS,2026-04-10 08:04 IST,ERIS Lifesciences Ltd Technical Momentum Shifts Amid Mixed Market Signals - Markets Mojo,https://news.google.com/rss/articles/CBMiywFBVV95cUxNRVdNUXQtSVlaVzNJS2xWR2lGdll3R2hfc1Npb0lLOENGX3drZFBRbHA0YjYtWU4zQXZ5YTFERDh1cGdLOUVRVXlWVFZTdThWV0w4OTZzbWZTMHhheV93V0lkVnA5Snlvb2FqSWhDbTRjRG9pZ0M2aW5ack5YUENqUS10N1lNMThnUVUwb3RieFRjR202VEFGM3VLSG9ZSzdUOVhqbndHUmZnV1VZTjFCMU9jak5UM2xkN3k0U0ZBUXZGTzZLenFSb0pNRQ?oc=5&hl=en-US&gl=US&ceid=US:en
ERIS,2026-04-09 08:02 IST,ERIS Lifesciences Ltd Valuation Shifts Signal Price Attractiveness Decline - Markets Mojo,https://news.google.com/rss/articles/CBMizAFBVV95cUxPd1RXc1Q4MU1vaE1tUEpsMy1wN29sU196eG5hVU55dVBPMG1zYzVGWTk0bDRQanU2QTFYaWV0c2ZhVWxZaldsWFN6ZzJFVi03U0hHUXhQQnpPQjNHZEloMUtINjNWXzMyOVRXUXJNOHIzQ0c0OFJNWHRSX3hOM3dNdEd6OHJrdmd6bFZTdEJBOE9MMC1ROFlVUWZ4Mm9GQUZ6WGJ5MjkyS04ySFlYM3o1Zndzb0I0UWhhdWdxQWthMFEwZXZkVTJhMlhIZWc?oc=5&hl=en-US&gl=US&ceid=US:en
ERIS,2026-04-07 01:35 IST,ERIS Lifesciences Ltd is Rated Sell - marketsmojo.com,https://news.google.com/rss/articles/CBMingFBVV95cUxQMDdlc0xVNjg5MHRLVnRWMk8yZFZTNjh5RjVjczI1bzlveV9kaFVHcWJpTjRzSm1sQTViR3dyM3hxNHgtcDlrZkR4T3FuUVJmWmotZ3ladlFsRzdheHVRVUdoSHpKTEl5bE53aU1mYUlXeDhDU0tBbnNrNGJWVVh1Wk16bVE3UG82YlN3cEpmaWF6SXBDby1CWEhTaHBHdw?oc=5&hl=en-US&gl=US&ceid=US:en
ERIS,2026-04-04 01:11 IST,ERIS Lifesciences Reports Flat Quarterly Performance Amid Margin Pressures - Markets Mojo,https://news.google.com/rss/articles/CBMizAFBVV95cUxPMzE3SnhhQU5LX05IUFRJOG9ZamkxU3VwM0pxUjVjMFZJSlVVeFV6bHU5UzVUMUxqMEp0ZllXb0hzSWFuSktEamo2NUJ0RVhIajl6LW1VdzZRanprTVo4SHdwUDdfNzZyZDNZMGtCQlRhSXBBQzBMZ3dzdGJQbERsZkhPQ21vR09NUlY3Q0Y1Y0ZwX21ydmpGMVJVdnZWQnNjYXIxUGc3SVdZYUI3WXR4RXQ2Y2hjVlZVRG1lZlYwX21SQVFESnY0TGJ3Ujk?oc=5&hl=en-US&gl=US&ceid=US:en
ERIS,2026-04-04 00:42 IST,ERIS Lifesciences Ltd Valuation Shifts Signal Changing Market Sentiment - Markets Mojo,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNYjhrWFpjVmJpcUE2YmJEZkh5RDR2dUJUbjdpM2RCVkNqd3ZsN0oyY0VEUmZ3cmt0VmtXbzZCaElZa3RraUhiTFJmMXM1c3MxNkNlbFhDWGEzYUl4LVdqdDYxTHJhcXZGUnd6RkxPTDVDbHVwNXYxdDdKb0gxSHVxM2VRX2tuYUJRakNXSVo3SUhaOEZTSnFpZDkxWE1ock10VEVYRS1uZFRadlJjSVBWOWViR19mak92dWoyQ3ZvTUExd3RfbTM2Sg?oc=5&hl=en-US&gl=US&ceid=US:en
WELENT,2026-04-10 17:55 IST,Welspun Enterprises Confirms SEBI Dematerialisation Compliance for March Quarter - TipRanks,https://news.google.com/rss/articles/CBMizAFBVV95cUxQN2wwc2FUejR3OVNqSk1YeUR6TF8wWlpXZ2Q2cmdZN2RSMG9mQkM3TEZLci1ZTFJacmx2N3FmX0FYX1hRVmE3QmtEeXNzLWNoVjZhUW5ZZWlad1U0dTE2SW44TnJFQ1BTX3pzZ1VhbndiOEpycGlhY3pDQnYxYnM5eHJOWF8xc0ZDSExqdTFGUkJjdDhvRmtEbDZ4YVY0UmtYUzFBZGJ2VXZ4d1J6dFhLeDhBbFB6V1RZWlI3Y0J3T0hfdmJmYkdYX1dDTjU?oc=5&hl=en-US&gl=US&ceid=US:en
WELENT,2026-04-04 07:12 IST,Welspun Enterprises Ltd is Rated Strong Sell - Markets Mojo,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQanBrQVZidGl5RXN4THRzRVpPN0FZX256MFFMc0ZMa0l0cEFqdXcxalFpeVBvQ3RYSjNrRzJ5aWJqY3hINEtuT1lLZHNNX0hvOUJTVDJqT1lFZ3M3ZmVPSk1Rc0gwcmFlNVFFeEhsVmtjN0ZTTHBzeC05OGVLTTlJYTFUdVh4eFVJMnlncUEwaHJzN3p3THoxd0ZXYjVkdWk2R20tX1FfWGkzdw?oc=5&hl=en-US&gl=US&ceid=US:en
POWERINDIA,2026-04-10 17:52 IST,Compact hybrid switchgear powers one of India’s large-scale solar farms - Hitachi Energy,https://news.google.com/rss/articles/CBMi1wFBVV95cUxOUmI5U3Q3OHFiTnk0RGxvWjljanpDUEpwdFlZZGdPRk15RzJrd2ZHMHEwTW9TTnRtVDVMaEVnOVVsR0dIWGdZVUFRek5VV0MxM05Gd1JZbl83SDhHYzRqbDlwV0Y5dXkyX0w5N052MFVueklfV0tQbi1jNXhhOXQxOF9JcmJtZHRBeFNGYjJaNU56TWllMGdpM2EzZmdrd093Vzloa2hTMEpoMERXVm41X0lvQV82aEQwQzV2VGFyM1ZrN1dUTENoWTQ0d1AtR3JJZGc2UkEzNA?oc=5&hl=en-US&gl=US&ceid=US:en
POWERINDIA,2026-04-10 15:13 IST,Hitachi Energy India Ltd Sees Sharp Open Interest Surge Signalling Strong Market Positioning - Markets Mojo,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPRFFmVWp0UU1GOEhtbEhvWHRnNU9jbk8xdlRaaF95MG5KeXc2Wkh1LXVpYTd0Ry1IR0lhWngxQUxkdGV5UW9WSnY0M2dzY1ppQk5rRGYzcHhGdmxxanpVQmsyalBMNHFkRzlKTHQxbWJtcXJFdTJQd1ZhMldZRXFuZkE0R2loZ2lLMFFYWHVWQXFtVEN6ZnVOWVNpZlJVU0dtb1ZJQWNiVGtLTFRZd3k4RE9fb1ZqRmR0d3o3TTVEd3poWmUyWE1vYU9oaWNfWXlOWVBIcjJXeWRuc3IwTXJ6M01OeEo?oc=5&hl=en-US&gl=US&ceid=US:en
POWERINDIA,2026-04-10 10:32 IST,Hitachi Energy India Ltd Surges on High-Value Trading and Institutional Interest - Markets Mojo,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNckNPbS1uVTRfSGxUaFJ3Vnp3RVJlMnJIQXFZTlk4bFFfSzM5b0FXLTJpTVMxa1ozcU4wclNuMzk5czJac05YcVFzSS03SkVwTTF0Y3AwbzVwb3M0MHhOOUhHb0N3S2VidlpRdlNHd19RaHJCZXhyR1JWdWk4Smpia3EwZ2k5c0lHWjZSOFBNWm9OWFVOS1QxZFJiR0toOXI1NTlrang3UnJqZ0REenhublBPSlZFQzljSGtLc1RqZG8tbnNxRHBzakxGSVExTjNPOWFVZg?oc=5&hl=en-US&gl=US&ceid=US:en
POWERINDIA,2026-04-10 09:48 IST,Broad-Based Technical Strength Lifts Hitachi Energy India Ltd to 52-Week High of Rs 28275.75 - Markets Mojo,https://news.google.com/rss/articles/CBMiugFBVV95cUxPUE9uVlFwTUNrcUNSeGZ2MUJFUzdDR1VXazM1RzM0czJnc0Y0aWFfWmlXNGc3V2RBRG1CbTFaXzUyUmxCQzlpZzZTTHBvQS1DR0V2eGoxX2NKYzhjMEJQRVc0LVlINDJZck5Yc1RnQzFGcXhYZXJXendKY201N0d4Y1pHa2VPWVI1eDN2NUZQNUFOVmh4SVNmX1Qwb21QRWNIYWdRVDVTMTdXN1BPbjdWcnZyWUdrRk1aZHc?oc=5&hl=en-US&gl=US&ceid=US:en
POWERINDIA,2026-04-10 09:40 IST,"Hitachi Energy India - OLA Electric Mobility among 3 stocks flashing bullish signals, hinting at a possible uptrend - The Economic Times",https://news.google.com/rss/articles/CBMikgJBVV95cUxOeERPbmNhZ2N1OTY3TmlHRmFVX3hOQ1RFXzJFUERiOWtUaURNX0dOeDc1aVVBSDEwRkEtaUtvR2tQdFhxbXhCT2lTWTNTeUR3amdDNVIwd1BoVUhKeFlzbjdIUDZwaEpBbG9jLVdLUEdGcTZuYURyZC1HZUIzMnNJUFBjSUpweWlIQW1vOWl4ZUo5SHlwY0VVMnFaaWVoTWdCRnplQkJMYmEyTmlDaTZKNTVMR3JSOWVGT2hkd3lwS2RqOEVsaVQyMUVDOUJMclhSTXlIQ0FnWEwzZ1p6Uk04ak9qOGh2Y0tFRW1uVFlVSkV6WEtPUjQwbmRuaWFmUnRoUDN0ZFl2WFZvRVNuT3k3dUVn?oc=5&hl=en-US&gl=US&ceid=US:en
POWERINDIA,2026-04-10 09:38 IST,"Hitachi Energy India Ltd Hits All-Time High of Rs 28,275.75 as Momentum Builds Across Timeframes - Markets Mojo",https://news.google.com/rss/articles/CBMivgFBVV95cUxOQTNKTWFzX0RyMm9fejlVdW8yLVU2SlRpejFsYjRySGZ6bnZBMGlfZkhTdUhOWTU0RzRwU003Zmg4NGlfRzg0VXVtWmNXWnF4V2F0MkNoeG1XUkFoeUZYa1ptUC1fOWFUOTRJMDZqSmxDWTVURDdvcC16M0gzYl9hNjU4RGY4TmVxeGtWZzRpVzRCc1dpUWVmTVo1M2p0QXRRdFMxbXZHclBxMVRJNVh0SGFOckZpbWRxbG1lcnp3?oc=5&hl=en-US&gl=US&ceid=US:en
POWERINDIA,2026-04-10 02:08 IST,Hitachi Energy India - Honasa Consumer among 7 stocks that hit 52-week high; rally up to 21% in a month - The Economic Times,https://news.google.com/rss/articles/CBMigAJBVV95cUxOTE4tNWNBTXlFVDlDelhadTI3LXZtWHd6d3M5RnVqS0lpSnQzNE9LOXo1RkpNTjQzbGNCZmU3R19iOVhWOE5zRUEzRndPaXBhR1BXVEJZUklQQXlPQzZkams5R05GX01yZEFwTU9uQ3JqeVhMUTVueFVpU2dPaENZcmVTbTY4SFFGRGZLNXpyZmg5dEt4bU50V0RxNHZJNW9XOFBWaW5rbFVDR1NtUFlyNDRoR1VjZnp0WkZzaW5Xc1daRVd6U094cnJiVGtjd0hmNTBBWWRIR2p0TDlMRlFwZVJPWkxHcUNTTUI4dkZUYzJYam9LbzZhOTdlRGtFbWpE?oc=5&hl=en-US&gl=US&ceid=US:en
POWERINDIA,2026-04-09 17:42 IST,Hitachi Energy India - 6 big-ticket stocks crack up to 40% in just 3 months. Should you worry? - The Economic Times,https://news.google.com/rss/articles/CBMi8wFBVV95cUxQNWE4MXd1Mmp3cWtZOHU3ZnpDRUxvcHNwdy1ObHoxNFl0RV9Hek9tcXhiUTJnZTh2VDBsakt6aHZ3YjdTeG45UFBSNkhla09WMUY2bV9aUU5YQV9RSmFGUUY1alVHY3ZacXBYc01XSV9HTnBfY1NoXzdyYkZzM1BuYzhQNkZteU1DLTc4azdCMnM4SXQtVjdodjRxSktxX1lHZ3dneUJZMnNEdXpqaFZYeWdObWVON0dBcE1xVmY2ajdZbGx4MWg0VFJWV2JfQ2RZUGktS1JtdDZndUVKVmRMcHBGNndsSHpSeU50Y1NvTVhDYkk?oc=5&hl=en-US&gl=US&ceid=US:en
POWERINDIA,2026-04-09 13:31 IST,Hitachi Energy India Ltd soars 4.5% - Business Standard,https://news.google.com/rss/articles/CBMitwFBVV95cUxPMVk1bG9WODhINmwyY2VrclFOTmtxVVBJMTVsNHJNVG1UbTdjSWFta01OY0NMb3U3WlYydnpCcHdsdXNzdzZIRm9FTnRpNE93R1l6YWdiengyZnUyZWdlTTJ3NEpLa0o2N21KN3I2NmcyaElGU29ndzlNX0xQcjdHanRHRXcwWFRsNVZMRklqV1hvRzY4aEpYV1VMVWtOWGFGMFlhZ191czhFaVVsNFA5cG02eFRZcVnSAbwBQVVfeXFMUEVpMG5vU2tyQVRWaHRhbDdLV2JlN1NtQV9YTVY0cFdKaXR4UmRMY0VpeGlJbGFhZ3M0T01xSGJQT19zT3lZXzNjS3Q5OGhOa25TSEpDRk50WTczOTl5bmxBZjRxYUxrNG9UeFJPeUxYQ2Q5V1BUSmpIZHprZlp3U0I1enNhYi1wVzduMDVhdS1sOURPcWprVXRVcHItNF9KV1JtcllMWWVKOEFlNHp1Yi1uWXk1QWZNcUJkVkQ?oc=5&hl=en-US&gl=US&ceid=US:en
POWERINDIA,2026-04-09 13:26 IST,"Power Stocks to BUY: Hitachi Energy India, GE Vernova T&D set to soar? Brokerage targets peg upside at 12-16% - Zee Business",https://news.google.com/rss/articles/CBMi9AFBVV95cUxNbWN1dE0yaEFyTGtyanIwTWE1cTRyempic296VXc5WS14aHBXd3NwZVdzazVYWDJoZlNqa2tRM1BRRWJJbmw0aEpNaXZYRXVNQjZHWlBBeFRYbm0yNkxzUF9xbHFsVUhZb3ZLcTZqYU10VlZuNl9ZTElEY0lObDQyLUVVYkRvckF4RkR5RHBhdjA5c1F3X3hxbkVlTUhQQWRORzdNTFNZbXZWeTRqRTFqb21HYUt6VFJPSkg4ejJ2bU9yeC1ZaG0ybVJ5dzlLY1libkZ3akdWOWFacHNXQ0Fzakx0T2hWWGJiTkczSDNTcjFIdmI0?oc=5&hl=en-US&gl=US&ceid=US:en
POWERINDIA,2026-04-09 12:37 IST,"Hitachi Energy India Ltd Surges 5.17% to Day's High of Rs 27,187.2 — Outperforms Sector by 5.21 Percentage Points - Markets Mojo",https://news.google.com/rss/articles/CBMizAFBVV95cUxOckpaU2pSNFMyTDlWcG1Yd0paOFFjd0x3U3NJYVBNa192WkNxdkZXWDJEcmE0d2NHc1BNSThYdjBfekZTQkRjbUhCNU5TQnNFMkJ1a2tfeDB1M2JJTUh2elhrV1JzSTNDUTRGWHIyRW1JSF9zSWZyZFhjTjQ0cFE0elc3eG83MlljNXhWbEMzZXhvWFhhMDRnTXhod0VzUWc1Wl9EcnZVRnJEVWM1WUZDRkVlQnBIWnlKNGFyVGY1SV9NZjVuWklwT3R3Slo?oc=5&hl=en-US&gl=US&ceid=US:en
POWERINDIA,2026-04-08 23:36 IST,Hitachi Energy reaffirms commitment to Latin America through an additional $150 million USD investment to expand power transformer manufacturing capacity - Hitachi Energy,https://news.google.com/rss/articles/CBMiwwJBVV95cUxQNTJoUEY4TzhFcC0tTGVrSkJ5LVFZZkI3VEQydW1uYkVPVUM4TUZSV0htLUJHamhRMktXUkZDTmFkeDY5dzRuMGNTVmR1OWJMdHNFcThseWE3aWliRWV4cHJHbG5BclVHRllOVHFKWEJZVXRyZFdKN1EtQWQ0MnZ3RFFNQ3RpTTFxNDQxdUMzaG5Oa3VaaGwtTUVJck1uamZfR1NiYXp6eE5mdjVuQ0FWWjJ3ckFSZWp2OXRNQjdZRGI5RnZEcEpWdDI1WnNidGt3X0lnbkphRWsyZ29vMG9FVEY0ZTk3WmFybXJ0djNpcFVLQVhWblZFWlVRQmR4ZzQxODEwc0lkclBQazdQZ1FPVVhwN25vdzQwSTNVYnlyQzh6dW1wQl83aHFMTXBhUjZpcllIa1ZjTFpOUW9ZazlpV09aOA?oc=5&hl=en-US&gl=US&ceid=US:en
POWERINDIA,2026-04-08 15:20 IST,"Hitachi Energy India - Market uncertain, but these 10 stocks surge up to 80% in 2026. Do you own any? - The Economic Times",https://news.google.com/rss/articles/CBMi-wFBVV95cUxOWER1WmIzd0FaaXcwcEJHWUJyM3JWNExYWlo1YTdmNllUa2wxT2tsLVlEUHpMWnJPei15d1ZYWFQ2cFFRTk5tVmVrRktkZEctRkFFOFRiTWV1d1ZXTHJjMExDVXA2V2YzWlZHc0MzZ05RaEZQN2c0ZGdXNURiSS02bFNvUmxqM1VaZUhETlEtanNYTERhd3ZZdGhFR3B6TkJHa1BQOHRCTnhmVTR5czB6NXpmdWthc1FYdk9yZktNYlF5SGJ0d3hMYkg3Und1eGxnT3Y3NjB0dnFndUJnQXpyQ0VROEJWQTZ2OWpjZUN6dUJDRzRUWnNQSjhWOA?oc=5&hl=en-US&gl=US&ceid=US:en
POWERINDIA,2026-04-07 01:53 IST,Hitachi Energy India Ltd Stock Hits All-Time High Amid Robust Performance - Markets Mojo,https://news.google.com/rss/articles/CBMiywFBVV95cUxPejdMSGdHeTlNNHpuUlktZVVtdDRLdVFnLVZYMkFYNGg1OWgwdFkzdTNfNDdPVWlCZXg0aW9DQXNMc2VmSGdoM29DVm9UQktXR3pOLS1TQnNZMFBzQ1RDb0xaajVrbmJsWjY0RlllT0RTMFl3TG9adDgwbzBUdFpqS2VGb2xETFo0SWx3TWVsUnhMckFSMGx5MHc4RG4wU0hEaDhRU0lJYjFGYWZ0UjVoSHhJLTFKVjlvTmJJek1qOWxRSmVXV0xkR19Ecw?oc=5&hl=en-US&gl=US&ceid=US:en
POWERINDIA,2026-04-07 01:31 IST,Hitachi Energy India Ltd Sees Significant Open Interest Surge Amid Mixed Price Action - marketsmojo.com,https://news.google.com/rss/articles/CBMi2wFBVV95cUxNSEJZM2xzMWtPSjlkX1RadkV6NllUWUYyVUJtNFI2dE83S1ptRWZhUkVPNG5TRkZfMlBhNWRzYTNfMHd4azNmX21SckN2NjNKZUxCT2NEUjFZZzBvREJFdGpxZ1FYdEw0UUJMWTdzck5fMVUxM2xZUlpyRWVtQUxkV19hSUYzVVhxV3RQYmxBSEhLb0dFdlRianlvSXFNM1k3VTZ6cm9UMEZsQ1BfTzUxd2FCRm5CUUhmZjNNVGE3Y0w1WWZLc3ZvN0Q5ckdFVG9maHU2WTJQMzVFQUU?oc=5&hl=en-US&gl=US&ceid=US:en
